order_id;customer_id;city;channel;order_date;items_sold;gross_revenue_eur
O202503060082;C0029;Bordeaux;app;2025-03-06;4;79.6
O202503060083;C0527;Lille;web;2025-03-06;5;99.5
O202503060085;C0291;Lille;app;2025-03-06;3;12.0
O202503060087;C0386;Nice;web;2025-03-06;2;15.0
O202503060089;C0159;Paris;web;2025-03-06;1;8.0
O202503060090;C0741;Paris;web;2025-03-06;1;12.5
O202503060091;C0659;Marseille;app;2025-03-06;5;99.5
O202503060093;C0468;Toulouse;app;2025-03-06;5;62.5
O202503060094;C0102;Bordeaux;app;2025-03-06;5;37.5
O202503060095;C0643;Bordeaux;app;2025-03-06;2;19.8
O202503060096;C0505;Toulouse;app;2025-03-06;2;8.0
O202503060097;C0330;Nice;app;2025-03-06;1;24.9
O202503060099;C0601;Lyon;app;2025-03-06;5;75.0
O202503060100;C0273;Nice;web;2025-03-06;4;39.6
O202503070001;C0636;Marseille;web;2025-03-07;1;5.0
O202503070002;C0499;Lyon;app;2025-03-07;5;20.0
O202503070005;C0270;Paris;web;2025-03-07;4;79.6
O202503070006;C0240;Marseille;web;2025-03-07;2;19.8
O202503070007;C0165;Toulouse;app;2025-03-07;3;45.0
O202503070008;C0263;Lyon;web;2025-03-07;4;60.0
O202503070009;C0411;Bordeaux;web;2025-03-07;3;59.699999999999996
O202503070010;C0477;Paris;web;2025-03-07;1;7.5
O202503070011;C0004;Bordeaux;web;2025-03-07;1;24.9
O202503070012;C0555;Lyon;web;2025-03-07;1;7.5
O202503070014;C0277;Paris;app;2025-03-07;5;20.0
O202503070016;C0306;Toulouse;app;2025-03-07;2;5.0
O202503070017;C0489;Bordeaux;web;2025-03-07;1;15.0
O202503070019;C0239;Lyon;app;2025-03-07;4;20.0
O202503070020;C0085;Lyon;app;2025-03-07;1;15.0
O202503070021;C0474;Nantes;app;2025-03-07;1;5.0
O202503070023;C0156;Lille;web;2025-03-07;5;75.0
O202503070024;C0126;Marseille;app;2025-03-07;5;37.5
O202503070025;C0063;Lyon;web;2025-03-07;4;10.0
O202503070026;C0218;Lille;web;2025-03-07;3;59.699999999999996
O202503070027;C0684;Paris;web;2025-03-07;4;30.0
O202503070028;C0662;Lille;web;2025-03-07;4;79.6
O202503070029;C0110;Paris;app;2025-03-07;3;37.5
O202503070030;C0587;Lyon;app;2025-03-07;1;15.0
O202503070031;C0325;Lyon;app;2025-03-07;2;30.0
O202503070032;C0237;Nantes;web;2025-03-07;2;16.0
O202503070033;C0775;Lille;web;2025-03-07;5;25.0
O202503070034;C0303;Lille;web;2025-03-07;2;16.0
O202503070036;C0243;Bordeaux;app;2025-03-07;4;32.0
O202503070037;C0332;Marseille;app;2025-03-07;2;10.0
O202503070038;C0730;Lille;app;2025-03-07;2;10.0
O202503070039;C0044;Nice;web;2025-03-07;4;50.0
O202503070040;C0032;Nice;web;2025-03-07;2;5.0
O202503070041;C0062;Nantes;app;2025-03-07;5;12.5
O202503070043;C0600;Paris;app;2025-03-07;1;4.0
O202503070044;C0152;Paris;app;2025-03-07;4;16.0
O202503070045;C0165;Toulouse;app;2025-03-07;1;24.9
O202503070046;C0188;Toulouse;web;2025-03-07;4;20.0
O202503070047;C0367;Lyon;app;2025-03-07;3;45.0
O202503070048;C0751;Lyon;web;2025-03-07;3;59.699999999999996
O202503070049;C0229;Toulouse;app;2025-03-07;1;2.5
O202503070051;C0461;Lyon;app;2025-03-07;3;24.0
O202503070052;C0221;Lille;web;2025-03-07;4;10.0
O202503070053;C0222;Marseille;web;2025-03-07;1;19.9
O202503070054;C0717;Toulouse;app;2025-03-07;5;62.5
O202503070055;C0394;Bordeaux;app;2025-03-07;1;4.0
O202503070057;C0089;Paris;app;2025-03-07;1;12.5
O202503070059;C0421;Paris;web;2025-03-07;1;7.5
O202503070060;C0074;Toulouse;web;2025-03-07;3;7.5
O202503070061;C0625;Marseille;app;2025-03-07;3;12.0
O202503070062;C0313;Bordeaux;app;2025-03-07;4;50.0
O202503070063;C0059;Paris;app;2025-03-07;1;24.9
O202503070064;C0141;Lyon;app;2025-03-07;3;29.700000000000003
O202503070065;C0269;Lille;web;2025-03-07;2;8.0
O202503070066;C0736;Marseille;app;2025-03-07;1;5.0
O202503070067;C0148;Nice;web;2025-03-07;5;37.5
O202503070068;C0442;Paris;app;2025-03-07;3;22.5
O202503070070;C0200;Marseille;web;2025-03-07;5;12.5
O202503070071;C0190;Lyon;app;2025-03-07;5;25.0
O202503070075;C0528;Toulouse;web;2025-03-07;4;20.0
O202503070076;C0668;Bordeaux;web;2025-03-07;2;16.0
O202503070077;C0446;Nantes;web;2025-03-07;2;30.0
O202503070078;C0114;Paris;app;2025-03-07;1;24.9
O202503070079;C0418;Bordeaux;app;2025-03-07;4;60.0
O202503070080;C0081;Lille;app;2025-03-07;1;24.9
O202503070081;C0352;Marseille;web;2025-03-07;5;62.5
O202503070084;C0534;Toulouse;web;2025-03-07;2;39.8
O202503070085;C0062;Nantes;web;2025-03-07;1;15.0
O202503070087;C0283;Lille;app;2025-03-07;5;12.5
O202503070088;C0583;Lille;app;2025-03-07;5;62.5
O202503070089;C0271;Lille;web;2025-03-07;4;39.6
O202503070090;C0247;Marseille;web;2025-03-07;4;10.0
O202503070091;C0445;Nantes;app;2025-03-07;4;30.0
O202503070093;C0588;Marseille;web;2025-03-07;2;15.0
O202503070094;C0445;Nantes;app;2025-03-07;4;99.6
O202503070095;C0384;Lille;web;2025-03-07;3;24.0
O202503070096;C0741;Paris;web;2025-03-07;2;49.8
O202503070097;C0706;Toulouse;web;2025-03-07;4;79.6
O202503070098;C0487;Lyon;web;2025-03-07;4;60.0
O202503070099;C0065;Toulouse;app;2025-03-07;1;7.5
O202503070100;C0775;Lille;app;2025-03-07;3;74.69999999999999
O202503080001;C0538;Bordeaux;app;2025-03-08;3;74.69999999999999
O202503080002;C0087;Bordeaux;web;2025-03-08;1;5.0
O202503080003;C0068;Nice;web;2025-03-08;2;30.0
O202503080004;C0767;Toulouse;app;2025-03-08;1;15.0
O202503080005;C0287;Lyon;web;2025-03-08;4;20.0
O202503080006;C0687;Toulouse;web;2025-03-08;3;37.5
O202503080009;C0228;Paris;web;2025-03-08;5;25.0
O202503080011;C0650;Nantes;app;2025-03-08;3;24.0
O202503080012;C0596;Marseille;web;2025-03-08;3;29.700000000000003
O202503080014;C0573;Bordeaux;app;2025-03-08;4;99.6
O202503080016;C0103;Marseille;web;2025-03-08;1;2.5
O202503080018;C0741;Paris;web;2025-03-08;2;15.0
O202503080019;C0509;Nantes;app;2025-03-08;4;60.0
O202503080020;C0121;Bordeaux;app;2025-03-08;2;49.8
O202503080021;C0577;Toulouse;app;2025-03-08;1;7.5
O202503080022;C0509;Nantes;web;2025-03-08;1;7.5
O202503080023;C0354;Marseille;web;2025-03-08;2;16.0
O202503080024;C0501;Nice;web;2025-03-08;2;39.8
O202503080025;C0635;Paris;app;2025-03-08;2;15.0
O202503080027;C0264;Bordeaux;web;2025-03-08;1;5.0
O202503080029;C0416;Toulouse;web;2025-03-08;1;9.9
O202503080030;C0232;Toulouse;app;2025-03-08;2;39.8
O202503080031;C0572;Paris;web;2025-03-08;1;7.5
O202503080032;C0032;Nice;app;2025-03-08;1;12.5
O202503080033;C0544;Lille;web;2025-03-08;1;9.9
O202503080036;C0486;Paris;web;2025-03-08;4;10.0
O202503080037;C0656;Marseille;web;2025-03-08;2;39.8
O202503080038;C0214;Paris;web;2025-03-08;2;15.0
O202503080039;C0053;Lille;web;2025-03-08;3;45.0
O202503080041;C0164;Toulouse;app;2025-03-08;2;49.8
O202503080042;C0484;Marseille;web;2025-03-08;2;15.0
O202503080043;C0431;Marseille;app;2025-03-08;5;99.5
O202503080044;C0143;Bordeaux;web;2025-03-08;3;45.0
O202503080045;C0628;Lyon;web;2025-03-08;3;29.700000000000003
O202503080047;C0413;Marseille;app;2025-03-08;4;50.0
O202503080048;C0158;Nantes;web;2025-03-08;4;99.6
O202503080049;C0386;Nice;web;2025-03-08;5;62.5
O202503080050;C0035;Nantes;app;2025-03-08;4;60.0
O202503080051;C0121;Bordeaux;web;2025-03-08;1;8.0
O202503080052;C0783;Lyon;app;2025-03-08;3;24.0
O202503080053;C0158;Nantes;web;2025-03-08;5;12.5
O202503080054;C0151;Marseille;app;2025-03-08;4;79.6
O202503080055;C0303;Lille;app;2025-03-08;3;45.0
O202503080056;C0702;Nantes;app;2025-03-08;3;74.69999999999999
O202503080057;C0327;Nice;app;2025-03-08;3;15.0
O202503080058;C0342;Lille;web;2025-03-08;2;8.0
O202503080059;C0371;Lyon;web;2025-03-08;5;40.0
O202503080060;C0602;Paris;app;2025-03-08;4;10.0
O202503080061;C0015;Paris;app;2025-03-08;1;9.9
O202503080062;C0015;Paris;web;2025-03-08;4;32.0
O202503080063;C0573;Bordeaux;web;2025-03-08;5;37.5
O202503080064;C0615;Marseille;app;2025-03-08;4;16.0
O202503080065;C0020;Marseille;web;2025-03-08;5;75.0
O202503080067;C0665;Paris;web;2025-03-08;4;20.0
O202503080068;C0129;Lyon;web;2025-03-08;2;25.0
O202503080069;C0212;Lille;web;2025-03-08;4;50.0
O202503080072;C0140;Bordeaux;web;2025-03-08;3;7.5
O202503080073;C0458;Toulouse;app;2025-03-08;4;50.0
O202503080074;C0003;Bordeaux;app;2025-03-08;3;12.0
O202503080075;C0520;Lille;web;2025-03-08;5;62.5
O202503080076;C0706;Toulouse;app;2025-03-08;2;30.0
O202503080078;C0134;Paris;app;2025-03-08;3;24.0
O202503080079;C0031;Nantes;web;2025-03-08;1;7.5
O202503080080;C0394;Bordeaux;app;2025-03-08;1;12.5
O202503080081;C0167;Bordeaux;web;2025-03-08;5;99.5
O202503080082;C0207;Nantes;web;2025-03-08;1;5.0
O202503080083;C0649;Lyon;app;2025-03-08;1;19.9
O202503080084;C0530;Lyon;app;2025-03-08;4;30.0
O202503080085;C0653;Nice;web;2025-03-08;1;2.5
O202503080086;C0076;Nantes;web;2025-03-08;5;37.5
O202503080087;C0563;Nice;web;2025-03-08;2;30.0
O202503080089;C0435;Nice;app;2025-03-08;3;15.0
O202503080091;C0530;Lyon;app;2025-03-08;4;32.0
O202503080094;C0275;Nice;web;2025-03-08;2;15.0
O202503080095;C0722;Toulouse;web;2025-03-08;3;7.5
O202503080098;C0749;Lille;web;2025-03-08;4;60.0
O202503080099;C0599;Bordeaux;web;2025-03-08;1;7.5
O202503080100;C0147;Nice;app;2025-03-08;5;12.5
O202503090002;C0229;Toulouse;app;2025-03-09;1;15.0
O202503090004;C0327;Nice;web;2025-03-09;3;45.0
O202503090006;C0563;Nice;web;2025-03-09;1;12.5
O202503090007;C0422;Marseille;web;2025-03-09;1;12.5
O202503090008;C0684;Paris;app;2025-03-09;4;20.0
O202503090009;C0151;Marseille;app;2025-03-09;5;40.0
O202503090010;C0483;Paris;app;2025-03-09;1;5.0
O202503090011;C0732;Nantes;web;2025-03-09;2;10.0
O202503090012;C0762;Lyon;app;2025-03-09;5;25.0
O202503090013;C0309;Nice;app;2025-03-09;3;74.69999999999999
O202503090015;C0113;Bordeaux;web;2025-03-09;3;45.0
O202503090016;C0597;Lille;web;2025-03-09;5;40.0
O202503090017;C0550;Lille;app;2025-03-09;2;25.0
O202503090018;C0144;Lyon;app;2025-03-09;5;40.0
O202503090019;C0608;Bordeaux;app;2025-03-09;5;75.0
O202503090020;C0304;Lille;web;2025-03-09;1;4.0
O202503090021;C0629;Lille;web;2025-03-09;5;75.0
O202503090023;C0519;Lille;web;2025-03-09;5;37.5
O202503090024;C0538;Bordeaux;web;2025-03-09;1;24.9
O202503090025;C0749;Lille;web;2025-03-09;1;9.9
O202503090026;C0179;Nice;web;2025-03-09;2;39.8
O202503090028;C0716;Paris;web;2025-03-09;1;5.0
O202503090029;C0072;Nantes;app;2025-03-09;1;7.5
O202503090030;C0192;Paris;app;2025-03-09;5;20.0
O202503090031;C0476;Lille;app;2025-03-09;5;75.0
O202503090032;C0191;Marseille;app;2025-03-09;1;15.0
O202503090033;C0660;Nantes;app;2025-03-09;4;10.0
O202503090035;C0793;Toulouse;web;2025-03-09;4;32.0
O202503090036;C0051;Lille;web;2025-03-09;5;62.5
O202503090037;C0273;Nice;app;2025-03-09;3;24.0
O202503090038;C0196;Paris;app;2025-03-09;2;5.0
O202503090039;C0466;Marseille;app;2025-03-09;4;32.0
O202503090041;C0002;Toulouse;web;2025-03-09;2;5.0
O202503090042;C0068;Nice;app;2025-03-09;1;8.0
O202503090044;C0195;Marseille;app;2025-03-09;2;25.0
O202503090046;C0538;Bordeaux;web;2025-03-09;2;15.0
O202503090049;C0392;Lyon;web;2025-03-09;4;20.0
O202503090052;C0441;Nantes;app;2025-03-09;5;12.5
O202503090053;C0332;Marseille;app;2025-03-09;2;16.0
O202503090054;C0690;Toulouse;web;2025-03-09;5;99.5
O202503090056;C0276;Toulouse;web;2025-03-09;2;16.0
O202503090057;C0301;Paris;app;2025-03-09;2;16.0
O202503090058;C0027;Nantes;web;2025-03-09;3;22.5
O202503090059;C0729;Nantes;app;2025-03-09;2;15.0
O202503090060;C0352;Marseille;web;2025-03-09;2;49.8
O202503090061;C0434;Lyon;app;2025-03-09;3;12.0
O202503090062;C0610;Marseille;web;2025-03-09;1;5.0
O202503090063;C0439;Lyon;web;2025-03-09;1;2.5
O202503090064;C0440;Marseille;app;2025-03-09;4;60.0
O202503090065;C0402;Nice;web;2025-03-09;5;37.5
O202503090066;C0037;Bordeaux;app;2025-03-09;4;60.0
O202503090067;C0178;Lille;web;2025-03-09;5;25.0
O202503090068;C0032;Nice;web;2025-03-09;3;24.0
O202503090069;C0645;Lille;app;2025-03-09;2;49.8
O202503090070;C0597;Lille;app;2025-03-09;3;7.5
O202503090071;C0329;Toulouse;app;2025-03-09;3;29.700000000000003
O202503090072;C0684;Paris;app;2025-03-09;4;79.6
O202503090073;C0719;Paris;app;2025-03-09;2;30.0
O202503090075;C0782;Toulouse;web;2025-03-09;1;2.5
O202503090078;C0444;Lyon;web;2025-03-09;3;22.5
O202503090079;C0445;Nantes;app;2025-03-09;5;40.0
O202503090080;C0714;Marseille;app;2025-03-09;4;39.6
O202503090081;C0752;Paris;app;2025-03-09;3;7.5
O202503090082;C0558;Paris;app;2025-03-09;2;25.0
O202503090083;C0068;Nice;app;2025-03-09;3;74.69999999999999
O202503090084;C0196;Paris;web;2025-03-09;1;15.0
O202503090085;C0082;Paris;app;2025-03-09;2;15.0
O202503090086;C0344;Marseille;web;2025-03-09;5;20.0
O202503090087;C0559;Lille;app;2025-03-09;4;32.0
O202503090088;C0765;Nice;app;2025-03-09;4;16.0
O202503090089;C0118;Nice;app;2025-03-09;2;25.0
O202503090090;C0547;Paris;web;2025-03-09;2;8.0
O202503090091;C0289;Lille;app;2025-03-09;4;50.0
O202503090092;C0196;Paris;app;2025-03-09;5;25.0
O202503090093;C0076;Nantes;app;2025-03-09;1;24.9
O202503090094;C0528;Toulouse;web;2025-03-09;4;50.0
O202503090095;C0783;Lyon;app;2025-03-09;3;12.0
O202503090096;C0037;Bordeaux;web;2025-03-09;2;19.8
O202503090097;C0076;Nantes;app;2025-03-09;2;25.0
O202503090098;C0769;Nantes;app;2025-03-09;4;16.0
O202503090099;C0737;Lille;web;2025-03-09;5;40.0
O202503090100;C0091;Nantes;app;2025-03-09;5;62.5
O202503100002;C0705;Bordeaux;web;2025-03-10;5;124.5
O202503100004;C0001;Nantes;web;2025-03-10;1;7.5
O202503100005;C0728;Bordeaux;web;2025-03-10;4;30.0
O202503100007;C0666;Lille;app;2025-03-10;2;19.8
O202503100008;C0002;Toulouse;app;2025-03-10;4;60.0
O202503100009;C0159;Paris;web;2025-03-10;5;37.5
O202503100012;C0412;Toulouse;app;2025-03-10;1;8.0
O202503100013;C0775;Lille;app;2025-03-10;5;40.0
O202503100014;C0073;Bordeaux;app;2025-03-10;3;74.69999999999999
O202503100015;C0751;Lyon;web;2025-03-10;3;7.5
O202503100016;C0725;Lille;app;2025-03-10;4;16.0
O202503100019;C0699;Nice;app;2025-03-10;3;7.5
O202503100020;C0373;Nantes;app;2025-03-10;1;9.9
O202503100021;C0054;Nantes;app;2025-03-10;3;24.0
O202503100022;C0552;Toulouse;app;2025-03-10;4;10.0
O202503100023;C0450;Nantes;web;2025-03-10;3;7.5
O202503100025;C0692;Marseille;app;2025-03-10;3;37.5
O202503100026;C0701;Bordeaux;web;2025-03-10;2;30.0
O202503100027;C0344;Marseille;web;2025-03-10;4;50.0
O202503100028;C0540;Lyon;app;2025-03-10;5;12.5
O202503100029;C0040;Lille;web;2025-03-10;3;37.5
O202503100030;C0658;Paris;web;2025-03-10;3;59.699999999999996
O202503100031;C0203;Toulouse;app;2025-03-10;4;39.6
O202503100032;C0238;Toulouse;app;2025-03-10;1;19.9
O202503100033;C0795;Paris;app;2025-03-10;4;16.0
O202503100034;C0290;Paris;web;2025-03-10;1;5.0
O202503100036;C0064;Toulouse;web;2025-03-10;4;16.0
O202503100037;C0134;Paris;web;2025-03-10;2;30.0
O202503100038;C0034;Nantes;app;2025-03-10;3;15.0
O202503100039;C0780;Bordeaux;web;2025-03-10;3;12.0
O202503100040;C0658;Paris;web;2025-03-10;5;49.5
O202503100041;C0229;Toulouse;web;2025-03-10;5;99.5
O202503100042;C0165;Toulouse;app;2025-03-10;3;45.0
O202503100043;C0028;Lille;app;2025-03-10;5;49.5
O202503100044;C0445;Nantes;web;2025-03-10;4;99.6
O202503100046;C0687;Toulouse;web;2025-03-10;5;12.5
O202503100047;C0268;Bordeaux;web;2025-03-10;4;32.0
O202503100048;C0513;Bordeaux;web;2025-03-10;5;99.5
O202503100050;C0137;Bordeaux;app;2025-03-10;2;30.0
O202503100051;C0373;Nantes;app;2025-03-10;5;37.5
O202503100052;C0483;Paris;web;2025-03-10;5;20.0
O202503100053;C0125;Marseille;app;2025-03-10;2;25.0
O202503100058;C0268;Bordeaux;app;2025-03-10;4;20.0
O202503100059;C0643;Bordeaux;web;2025-03-10;3;29.700000000000003
O202503100060;C0587;Lyon;app;2025-03-10;2;10.0
O202503100061;C0740;Nice;web;2025-03-10;5;37.5
O202503100062;C0221;Lille;web;2025-03-10;4;60.0
O202503100063;C0549;Lyon;web;2025-03-10;2;8.0
O202503100064;C0062;Nantes;web;2025-03-10;1;9.9
O202503100065;C0268;Bordeaux;web;2025-03-10;5;49.5
O202503100066;C0233;Paris;web;2025-03-10;2;25.0
O202503100067;C0286;Toulouse;web;2025-03-10;2;5.0
O202503100068;C0720;Nice;app;2025-03-10;1;5.0
O202503100069;C0264;Bordeaux;web;2025-03-10;5;62.5
O202503100070;C0187;Nantes;app;2025-03-10;1;5.0
O202503100071;C0132;Paris;app;2025-03-10;3;24.0
O202503100072;C0390;Toulouse;web;2025-03-10;4;50.0
O202503100073;C0594;Lyon;web;2025-03-10;1;7.5
O202503100074;C0157;Paris;app;2025-03-10;1;8.0
O202503100075;C0237;Nantes;app;2025-03-10;4;20.0
O202503100076;C0523;Lille;web;2025-03-10;2;25.0
O202503100077;C0621;Lyon;app;2025-03-10;1;5.0
O202503100078;C0485;Marseille;web;2025-03-10;3;22.5
O202503100079;C0140;Bordeaux;app;2025-03-10;4;50.0
O202503100080;C0740;Nice;web;2025-03-10;1;15.0
O202503100081;C0576;Lyon;app;2025-03-10;5;99.5
O202503100082;C0491;Lyon;web;2025-03-10;5;99.5
O202503100083;C0624;Lyon;app;2025-03-10;2;16.0
O202503100084;C0662;Lille;web;2025-03-10;5;49.5
O202503100085;C0322;Marseille;app;2025-03-10;5;99.5
O202503100086;C0179;Nice;app;2025-03-10;4;60.0
O202503100087;C0615;Marseille;web;2025-03-10;1;8.0
O202503100089;C0339;Lille;web;2025-03-10;5;25.0
O202503100090;C0674;Paris;app;2025-03-10;3;29.700000000000003
O202503100091;C0157;Paris;web;2025-03-10;5;49.5
O202503100092;C0087;Bordeaux;app;2025-03-10;1;9.9
O202503100093;C0253;Paris;web;2025-03-10;4;10.0
O202503100095;C0692;Marseille;web;2025-03-10;2;10.0
O202503100096;C0180;Bordeaux;app;2025-03-10;2;16.0
O202503100097;C0350;Lyon;app;2025-03-10;4;10.0
O202503100098;C0320;Nantes;web;2025-03-10;5;25.0
O202503100099;C0773;Lille;web;2025-03-10;2;25.0
O202503110001;C0121;Bordeaux;app;2025-03-11;5;37.5
O202503110002;C0638;Bordeaux;app;2025-03-11;4;60.0
O202503110003;C0420;Nice;web;2025-03-11;2;19.8
O202503110005;C0320;Nantes;web;2025-03-11;2;49.8
O202503110006;C0515;Nice;web;2025-03-11;5;99.5
O202503110007;C0361;Marseille;app;2025-03-11;4;20.0
O202503110008;C0065;Toulouse;app;2025-03-11;1;7.5
O202503110009;C0115;Lyon;app;2025-03-11;4;99.6
O202503110011;C0762;Lyon;app;2025-03-11;3;24.0
O202503110012;C0401;Marseille;web;2025-03-11;5;12.5
O202503110013;C0065;Toulouse;app;2025-03-11;1;4.0
O202503110014;C0483;Paris;app;2025-03-11;2;25.0
O202503110016;C0224;Bordeaux;web;2025-03-11;5;37.5
O202503110017;C0551;Nantes;app;2025-03-11;4;10.0
O202503110018;C0251;Lille;web;2025-03-11;1;4.0
O202503110019;C0186;Bordeaux;web;2025-03-11;3;59.699999999999996
O202503110020;C0467;Toulouse;app;2025-03-11;1;15.0
O202503110022;C0777;Nice;app;2025-03-11;1;5.0
O202503110023;C0371;Lyon;web;2025-03-11;1;4.0
O202503110024;C0170;Lyon;app;2025-03-11;2;5.0
O202503110025;C0035;Nantes;app;2025-03-11;5;20.0
O202503110026;C0746;Marseille;app;2025-03-11;4;50.0
O202503110028;C0275;Nice;web;2025-03-11;4;60.0
O202503110032;C0559;Lille;web;2025-03-11;5;124.5
O202503110035;C0312;Paris;web;2025-03-11;2;25.0
O202503110036;C0035;Nantes;web;2025-03-11;5;40.0
O202503110037;C0772;Lyon;app;2025-03-11;2;16.0
O202503110039;C0499;Lyon;web;2025-03-11;1;19.9
O202503110040;C0447;Lyon;web;2025-03-11;1;19.9
O202503110042;C0500;Nice;app;2025-03-11;4;30.0
O202503110043;C0498;Nice;web;2025-03-11;1;8.0
O202503110044;C0420;Nice;app;2025-03-11;2;10.0
O202503110045;C0581;Lyon;web;2025-03-11;2;8.0
O202503110048;C0769;Nantes;web;2025-03-11;3;74.69999999999999
O202503110049;C0799;Lyon;web;2025-03-11;5;37.5
O202503110050;C0777;Nice;app;2025-03-11;1;4.0
O202503110053;C0573;Bordeaux;web;2025-03-11;2;10.0
O202503110055;C0247;Marseille;web;2025-03-11;5;49.5
O202503110057;C0080;Bordeaux;web;2025-03-11;3;7.5
O202503110058;C0189;Lille;app;2025-03-11;5;25.0
O202503110059;C0478;Bordeaux;app;2025-03-11;2;15.0
O202503110060;C0739;Marseille;web;2025-03-11;3;29.700000000000003
O202503110061;C0634;Lille;app;2025-03-11;5;124.5
O202503110062;C0095;Nice;web;2025-03-11;4;60.0
O202503110063;C0312;Paris;web;2025-03-11;5;12.5
O202503110064;C0524;Marseille;app;2025-03-11;2;8.0
O202503110065;C0485;Marseille;app;2025-03-11;5;124.5
O202503110066;C0789;Bordeaux;web;2025-03-11;5;99.5
O202503110067;C0601;Lyon;app;2025-03-11;1;8.0
O202503110069;C0429;Marseille;app;2025-03-11;3;15.0
O202503110070;C0029;Bordeaux;web;2025-03-11;3;7.5
O202503110071;C0656;Marseille;app;2025-03-11;3;12.0
O202503110072;C0377;Toulouse;web;2025-03-11;1;5.0
O202503110073;C0282;Marseille;app;2025-03-11;4;30.0
O202503110075;C0146;Marseille;app;2025-03-11;5;37.5
O202503110078;C0540;Lyon;app;2025-03-11;1;19.9
O202503110079;C0218;Lille;app;2025-03-11;3;29.700000000000003
O202503110080;C0443;Lille;app;2025-03-11;2;8.0
O202503110081;C0656;Marseille;app;2025-03-11;1;7.5
O202503110082;C0617;Lyon;app;2025-03-11;2;39.8
O202503110083;C0344;Marseille;app;2025-03-11;3;74.69999999999999
O202503110084;C0163;Marseille;app;2025-03-11;3;74.69999999999999
O202503110085;C0698;Toulouse;app;2025-03-11;1;2.5
O202503110086;C0556;Marseille;web;2025-03-11;3;12.0
O202503110087;C0680;Bordeaux;app;2025-03-11;3;37.5
O202503110088;C0632;Paris;app;2025-03-11;1;24.9
O202503110089;C0471;Paris;app;2025-03-11;1;7.5
O202503110090;C0412;Toulouse;app;2025-03-11;4;16.0
O202503110091;C0188;Toulouse;web;2025-03-11;1;8.0
O202503110092;C0735;Lyon;app;2025-03-11;2;39.8
O202503110093;C0456;Paris;app;2025-03-11;1;19.9
O202503110095;C0398;Nantes;web;2025-03-11;4;60.0
O202503110096;C0091;Nantes;app;2025-03-11;3;22.5
O202503110097;C0485;Marseille;web;2025-03-11;1;19.9
O202503110098;C0340;Toulouse;web;2025-03-11;4;16.0
O202503110099;C0740;Nice;app;2025-03-11;1;8.0
O202503110100;C0206;Paris;app;2025-03-11;1;4.0
O202503120003;C0760;Nantes;app;2025-03-12;5;37.5
O202503120004;C0530;Lyon;web;2025-03-12;4;16.0
O202503120005;C0407;Lille;web;2025-03-12;2;8.0
O202503120006;C0144;Lyon;app;2025-03-12;5;75.0
O202503120007;C0078;Nice;app;2025-03-12;1;7.5
O202503120008;C0305;Marseille;app;2025-03-12;2;5.0
O202503120009;C0493;Nice;web;2025-03-12;3;22.5
O202503120010;C0228;Paris;app;2025-03-12;1;19.9
O202503120011;C0416;Toulouse;web;2025-03-12;1;19.9
O202503120012;C0462;Nantes;web;2025-03-12;4;20.0
O202503120013;C0681;Nantes;web;2025-03-12;2;5.0
O202503120014;C0197;Lyon;web;2025-03-12;4;32.0
O202503120015;C0232;Toulouse;web;2025-03-12;5;40.0
O202503120016;C0139;Nice;app;2025-03-12;3;7.5
O202503120017;C0065;Toulouse;web;2025-03-12;1;19.9
O202503120018;C0767;Toulouse;app;2025-03-12;5;37.5
O202503120022;C0366;Marseille;app;2025-03-12;4;39.6
O202503120023;C0302;Toulouse;app;2025-03-12;1;12.5
O202503120024;C0292;Nantes;web;2025-03-12;2;49.8
O202503120025;C0077;Bordeaux;web;2025-03-12;5;49.5
O202503120027;C0131;Toulouse;app;2025-03-12;5;12.5
O202503120028;C0347;Lille;web;2025-03-12;2;10.0
O202503120029;C0643;Bordeaux;app;2025-03-12;4;79.6
O202503120030;C0603;Paris;app;2025-03-12;5;75.0
O202503120031;C0419;Toulouse;app;2025-03-12;2;8.0
O202503120032;C0433;Bordeaux;web;2025-03-12;1;15.0
O202503120033;C0534;Toulouse;web;2025-03-12;4;39.6
O202503120034;C0727;Nice;app;2025-03-12;3;29.700000000000003
O202503120035;C0410;Nice;web;2025-03-12;3;22.5
O202503120036;C0697;Nantes;app;2025-03-12;2;8.0
O202503120037;C0612;Bordeaux;app;2025-03-12;1;24.9
O202503120038;C0677;Toulouse;web;2025-03-12;4;16.0
O202503120039;C0065;Toulouse;app;2025-03-12;2;30.0
O202503120040;C0529;Lille;app;2025-03-12;5;124.5
O202503120041;C0543;Lyon;web;2025-03-12;3;24.0
O202503120042;C0787;Lyon;app;2025-03-12;2;16.0
O202503120043;C0354;Marseille;web;2025-03-12;4;60.0
O202503120044;C0421;Paris;web;2025-03-12;3;22.5
O202503120045;C0666;Lille;web;2025-03-12;5;40.0
O202503120047;C0705;Bordeaux;app;2025-03-12;4;32.0
O202503120048;C0759;Bordeaux;app;2025-03-12;4;50.0
O202503120049;C0782;Toulouse;app;2025-03-12;4;39.6
O202503120050;C0112;Toulouse;app;2025-03-12;1;19.9
O202503120051;C0600;Paris;app;2025-03-12;2;10.0
O202503120052;C0002;Toulouse;app;2025-03-12;5;62.5
O202503120053;C0674;Paris;web;2025-03-12;2;49.8
O202503120056;C0728;Bordeaux;web;2025-03-12;4;50.0
