date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-27;Nice;web;4;4;13;149.30;-7.78;141.52
2025-03-27;Paris;app;5;5;12;85.50;-14.14;71.36
2025-03-27;Paris;web;4;4;13;136.50;-31.21;105.29
2025-03-27;Toulouse;app;7;7;21;186.90;-34.22;152.68
2025-03-28;Bordeaux;app;4;4;16;274.20;-6.35;267.85
2025-03-28;Bordeaux;web;3;3;10;140.00;-1.73;138.27
2025-03-28;Lille;app;3;3;10;102.00;-5.85;96.15
2025-03-28;Lyon;app;5;4;16;225.70;-8.27;217.43
2025-03-28;Lyon;web;9;8;26;267.00;-31.89;235.11
2025-03-28;Marseille;app;4;4;13;163.50;-19.36;144.14
2025-03-28;Marseille;web;8;8;28;409.40;-21.73;387.67
2025-03-28;Nantes;app;7;7;21;256.80;-48.28;208.52
2025-03-28;Nantes;web;2;2;3;31.00;0.00;31.00
2025-03-28;Nice;app;6;5;19;196.10;-34.30;161.80
2025-03-28;Nice;web;1;1;5;20.00;-2.97;17.03
2025-03-28;Paris;app;4;3;10;102.30;-45.96;56.34
2025-03-28;Paris;web;7;5;16;173.00;0.00;173.00
2025-03-28;Toulouse;app;2;2;3;34.90;0.00;34.90
2025-03-28;Toulouse;web;12;11;33;274.50;-32.91;241.59
2025-03-29;Bordeaux;app;4;4;15;105.80;-4.71;101.09
2025-03-29;Bordeaux;web;3;3;11;99.00;-35.46;63.54
2025-03-29;Lille;app;3;3;9;98.00;-9.16;88.84
2025-03-29;Lille;web;7;7;23;290.00;-22.32;267.68
2025-03-29;Lyon;app;7;7;21;192.30;-18.02;174.28
2025-03-29;Lyon;web;5;5;16;168.40;-34.23;134.17
2025-03-29;Marseille;app;6;4;19;149.70;-53.39;96.31
2025-03-29;Marseille;web;5;5;16;131.20;-30.15;101.05
2025-03-29;Nantes;app;5;5;18;217.00;-1.79;215.21
2025-03-29;Nantes;web;5;5;13;120.80;-32.57;88.23
2025-03-29;Nice;app;4;4;13;137.60;-3.76;133.84
2025-03-29;Nice;web;7;7;24;240.60;-25.78;214.82
2025-03-29;Paris;app;3;3;11;184.60;-15.51;169.09
2025-03-29;Paris;web;3;3;6;53.00;-11.35;41.65
2025-03-29;Toulouse;app;4;4;12;127.50;-18.04;109.46
2025-03-29;Toulouse;web;7;7;21;233.60;-10.72;222.88
2025-03-30;Bordeaux;app;4;4;14;70.50;-9.08;61.42
2025-03-30;Bordeaux;web;4;4;12;202.00;-23.46;178.54
2025-03-30;Lille;app;6;6;16;224.40;-34.72;189.68
2025-03-30;Lille;web;3;3;10;109.70;-17.72;91.98
2025-03-30;Lyon;app;7;7;21;224.60;0.00;224.60
2025-03-30;Lyon;web;2;2;7;174.30;-11.50;162.80
2025-03-30;Marseille;app;11;10;32;442.80;-59.82;382.98
2025-03-30;Marseille;web;8;8;19;199.90;-27.37;172.53
2025-03-30;Nantes;app;7;7;25;340.30;-24.95;315.35
2025-03-30;Nantes;web;4;4;15;149.60;-25.17;124.43
2025-03-30;Nice;app;4;4;7;90.90;-22.23;68.67
2025-03-30;Nice;web;5;5;14;191.10;-22.57;168.53
2025-03-30;Paris;app;3;3;9;127.20;-24.57;102.63
2025-03-30;Paris;web;6;5;13;149.10;-13.52;135.58
2025-03-30;Toulouse;app;6;6;24;184.50;-13.73;170.77
2025-03-30;Toulouse;web;1;1;2;25.00;-22.27;2.73
2025-03-31;Bordeaux;app;4;4;15;119.70;-13.64;106.06
2025-03-31;Bordeaux;web;8;8;22;266.90;-14.55;252.35
2025-03-31;Lille;app;2;2;6;47.60;-16.69;30.91
2025-03-31;Lille;web;4;4;10;52.00;-8.20;43.80
2025-03-31;Lyon;app;1;1;5;20.00;0.00;20.00
2025-03-31;Lyon;web;6;6;12;183.30;-8.43;174.87
2025-03-31;Marseille;app;6;6;16;246.40;-30.22;216.18
2025-03-31;Marseille;web;3;3;8;87.00;0.00;87.00
2025-03-31;Nantes;app;3;3;11;154.50;-15.07;139.43
2025-03-31;Nantes;web;9;9;27;281.80;-31.08;250.72
2025-03-31;Nice;app;2;2;7;27.50;-6.72;20.78
2025-03-31;Nice;web;3;3;8;37.50;0.00;37.50
2025-03-31;Paris;app;4;4;8;92.50;0.00;92.50
2025-03-31;Paris;web;7;6;26;324.00;-14.77;309.23
2025-03-31;Toulouse;app;5;5;14;224.10;-5.02;219.08
2025-03-31;Toulouse;web;7;7;18;176.80;-14.12;162.68
